2016-12-09 06:51:35.817 [JavaFX Application Thread] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2016-12-09 06:51:35.875 [JavaFX Application Thread] DEBUG org.hibernate.boot.registry.classloading.internal.ClassLoaderServiceImpl - Incoming config yielded no classloaders; adding standard SE ones
2016-12-09 06:51:36.098 [JavaFX Application Thread] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
2016-12-09 06:51:36.099 [JavaFX Application Thread] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Checking persistence-unit [name=energia_PU, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [energia_PU]
2016-12-09 06:51:36.102 [JavaFX Application Thread] DEBUG org.hibernate.jpa.boot.spi.ProviderChecker - Persistence-unit [energia_PU] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2016-12-09 06:51:36.140 [JavaFX Application Thread] DEBUG org.hibernate.jpa.internal.util.LogHelper - PersistenceUnitInfo [
	name: energia_PU
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/adriang/Documents/NetBeansProjects/mvnjfx/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.chortitzer.nisjfx.domain.TblIndUsiRegistroLecturas
		com.chortitzer.nisjfx.domain.NisUsuario]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: org.postgresql.Driver
		javax.persistence.jdbc.password: 123456789
		javax.persistence.jdbc.url: jdbc:postgresql://192.168.1.26:5432/industria_usi
		javax.persistence.jdbc.user: postgres]
2016-12-09 06:51:36.166 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2016-12-09 06:51:36.174 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2016-12-09 06:51:36.189 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2016-12-09 06:51:36.190 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.jpa.event.spi.JpaIntegrator].
2016-12-09 06:51:36.506 [JavaFX Application Thread] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.2.3.Final}
2016-12-09 06:51:36.523 [JavaFX Application Thread] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2016-12-09 06:51:36.554 [JavaFX Application Thread] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
2016-12-09 06:51:42.009 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property yCoord1 with lazy=false
2016-12-09 06:51:42.010 [JavaFX Application Thread] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.chortitzer.nisjfx.domain.NisUsuario:yCoord1]
2016-12-09 06:51:42.010 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - building SimpleValue for yCoord1
2016-12-09 06:51:42.010 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property yCoord1
2016-12-09 06:51:42.010 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(nis_usuario), mappingColumn=y_coord, insertable=true, updatable=true, unique=false}
2016-12-09 06:51:42.010 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property yCoord2 with lazy=false
2016-12-09 06:51:42.010 [JavaFX Application Thread] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.chortitzer.nisjfx.domain.NisUsuario:yCoord2]
2016-12-09 06:51:42.010 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - building SimpleValue for yCoord2
2016-12-09 06:51:42.011 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property yCoord2
2016-12-09 06:51:42.011 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(nis_usuario), mappingColumn=zonapd_n_1, insertable=true, updatable=true, unique=false}
2016-12-09 06:51:42.011 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property zonapdN1 with lazy=false
2016-12-09 06:51:42.011 [JavaFX Application Thread] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.chortitzer.nisjfx.domain.NisUsuario:zonapdN1]
2016-12-09 06:51:42.011 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - building SimpleValue for zonapdN1
2016-12-09 06:51:42.011 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property zonapdN1
2016-12-09 06:51:42.011 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(nis_usuario), mappingColumn=ZONAPD_NIS, insertable=true, updatable=true, unique=false}
2016-12-09 06:51:42.012 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property zonapdNis with lazy=false
2016-12-09 06:51:42.019 [JavaFX Application Thread] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.chortitzer.nisjfx.domain.NisUsuario:zonapdNis]
2016-12-09 06:51:42.020 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - building SimpleValue for zonapdNis
2016-12-09 06:51:42.020 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property zonapdNis
2016-12-09 06:51:42.020 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(nis_usuario), mappingColumn=zonapd_nis, insertable=true, updatable=true, unique=false}
2016-12-09 06:51:42.020 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property zonapdNis1 with lazy=false
2016-12-09 06:51:42.020 [JavaFX Application Thread] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.chortitzer.nisjfx.domain.NisUsuario:zonapdNis1]
2016-12-09 06:51:42.021 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - building SimpleValue for zonapdNis1
2016-12-09 06:51:42.021 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property zonapdNis1
2016-12-09 06:51:42.022 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for fechahora
2016-12-09 06:51:42.022 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for kvar
2016-12-09 06:51:42.022 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for kwh
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nroserie
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for fid1
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for categ
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for categ1
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for categ2
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for distrito
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for distrito1
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for distrito2
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for fase
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for fase1
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for fase2
2016-12-09 06:51:42.023 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for fid
2016-12-09 06:51:42.024 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for localida1
2016-12-09 06:51:42.024 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for localidad
2016-12-09 06:51:42.024 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for localidad1
2016-12-09 06:51:42.024 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nis
2016-12-09 06:51:42.024 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nis1
2016-12-09 06:51:42.024 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nis2
2016-12-09 06:51:42.025 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nroFase1
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nroFases
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nroFases1
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nroMed
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nroMed1
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nroMed2
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nrserie
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nrserie1
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nrserie2
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for numande
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for numande1
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for numande2
2016-12-09 06:51:42.026 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for obs
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for obs1
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for obs2
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for tarifa
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for tarifa1
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for tarifa2
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for theGeom
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for tipoAco1
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for tipoAcom
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for tipoAcom1
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for usuario
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for usuario1
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for usuario2
2016-12-09 06:51:42.027 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for xCoord
2016-12-09 06:51:42.028 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for xCoord1
2016-12-09 06:51:42.028 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for xCoord2
2016-12-09 06:51:42.028 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for yCoord
2016-12-09 06:51:42.028 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for yCoord1
2016-12-09 06:51:42.028 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for yCoord2
2016-12-09 06:51:42.028 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for zonapdN1
2016-12-09 06:51:42.028 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for zonapdNis
2016-12-09 06:51:42.028 [JavaFX Application Thread] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for zonapdNis1
2016-12-09 06:51:42.031 [JavaFX Application Thread] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [fechahora] to be non-null as it is part of the primary key for table [tbl_ind_usi_registro_lecturas]
2016-12-09 06:51:42.031 [JavaFX Application Thread] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [fid_1] to be non-null as it is part of the primary key for table [nis_usuario]
2016-12-09 06:51:42.151 [JavaFX Application Thread] DEBUG org.hibernate.internal.SessionFactoryImpl - Building session factory
2016-12-09 06:51:42.153 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - SessionFactory name : null
2016-12-09 06:51:42.153 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Automatic flush during beforeCompletion(): enabled
2016-12-09 06:51:42.153 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Automatic session close at end of transaction: disabled
2016-12-09 06:51:42.153 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Statistics: disabled
2016-12-09 06:51:42.153 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Deleted entity synthetic identifier rollback: disabled
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Default entity-mode: pojo
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Allow initialization of lazy state outside session : disabled
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Using BatchFetchStyle : LEGACY
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Default batch fetch size: -1
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Maximum outer join fetch depth: null
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Default null ordering: NONE
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Order SQL updates by primary key: disabled
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Order SQL inserts for batching: disabled
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - multi-tenancy strategy : NONE
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - JTA Track by Thread: enabled
2016-12-09 06:51:42.154 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Query language substitutions: {}
2016-12-09 06:51:42.155 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - JPA query language strict compliance: disabled
2016-12-09 06:51:42.155 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Named query checking : enabled
2016-12-09 06:51:42.155 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Second-level cache: enabled
2016-12-09 06:51:42.155 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Second-level query cache: disabled
2016-12-09 06:51:42.155 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Second-level query cache factory: org.hibernate.cache.internal.StandardQueryCacheFactory@72327b13
2016-12-09 06:51:42.155 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Second-level cache region prefix: null
2016-12-09 06:51:42.155 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Optimize second-level cache for minimal puts: disabled
2016-12-09 06:51:42.155 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Structured second-level cache entries: disabled
2016-12-09 06:51:42.155 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Second-level cache direct-reference entries: disabled
2016-12-09 06:51:42.156 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Automatic eviction of collection cache: disabled
2016-12-09 06:51:42.156 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - JDBC batch size: 15
2016-12-09 06:51:42.156 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - JDBC batch updates for versioned data: enabled
2016-12-09 06:51:42.156 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Scrollable result sets: enabled
2016-12-09 06:51:42.156 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Wrap result sets: disabled
2016-12-09 06:51:42.156 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - JDBC3 getGeneratedKeys(): enabled
2016-12-09 06:51:42.156 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - JDBC result set fetch size: null
2016-12-09 06:51:42.157 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Connection release mode: AFTER_TRANSACTION
2016-12-09 06:51:42.157 [JavaFX Application Thread] DEBUG org.hibernate.cfg.Settings - Generate SQL with comments: disabled
2016-12-09 06:51:42.309 [JavaFX Application Thread] DEBUG org.hibernate.internal.SessionFactoryImpl - Session factory constructed with filter configurations : {}
2016-12-09 06:51:42.309 [JavaFX Application Thread] DEBUG org.hibernate.internal.SessionFactoryImpl - Instantiating session factory with properties: {sun.desktop=windows, awt.toolkit=sun.awt.windows.WToolkit, file.encoding.pkg=sun.io, java.specification.version=1.8, javafx.runtime.version=8.0.31-b13, sun.cpu.isalist=amd64, sun.jnu.encoding=Cp1252, java.class.path=C:\Users\adriang\Documents\NetBeansProjects\mvnjfx\target\classes;C:\Users\adriang\.m2\repository\com\miglayout\miglayout-javafx\5.0\miglayout-javafx-5.0.jar;C:\Users\adriang\.m2\repository\com\miglayout\miglayout-core\5.0\miglayout-core-5.0.jar;C:\Users\adriang\.m2\repository\commons-lang\commons-lang\2.6\commons-lang-2.6.jar;C:\Users\adriang\.m2\repository\org\slf4j\slf4j-api\1.7.13\slf4j-api-1.7.13.jar;C:\Users\adriang\.m2\repository\org\slf4j\jcl-over-slf4j\1.7.13\jcl-over-slf4j-1.7.13.jar;C:\Users\adriang\.m2\repository\org\slf4j\slf4j-log4j12\1.7.13\slf4j-log4j12-1.7.13.jar;C:\Users\adriang\.m2\repository\log4j\log4j\1.2.17\log4j-1.2.17.jar;C:\Users\adriang\.m2\repository\org\apache\logging\log4j\log4j-api\2.5\log4j-api-2.5.jar;C:\Users\adriang\.m2\repository\org\apache\logging\log4j\log4j-core\2.5\log4j-core-2.5.jar;C:\Users\adriang\.m2\repository\org\hibernate\javax\persistence\hibernate-jpa-2.1-api\1.0.0.Final\hibernate-jpa-2.1-api-1.0.0.Final.jar;C:\Users\adriang\.m2\repository\org\hibernate\hibernate-core\5.2.3.Final\hibernate-core-5.2.3.Final.jar;C:\Users\adriang\.m2\repository\org\jboss\logging\jboss-logging\3.3.0.Final\jboss-logging-3.3.0.Final.jar;C:\Users\adriang\.m2\repository\org\javassist\javassist\3.20.0-GA\javassist-3.20.0-GA.jar;C:\Users\adriang\.m2\repository\antlr\antlr\2.7.7\antlr-2.7.7.jar;C:\Users\adriang\.m2\repository\org\apache\geronimo\specs\geronimo-jta_1.1_spec\1.1.1\geronimo-jta_1.1_spec-1.1.1.jar;C:\Users\adriang\.m2\repository\org\jboss\jandex\2.0.0.Final\jandex-2.0.0.Final.jar;C:\Users\adriang\.m2\repository\com\fasterxml\classmate\1.3.0\classmate-1.3.0.jar;C:\Users\adriang\.m2\repository\dom4j\dom4j\1.6.1\dom4j-1.6.1.jar;C:\Users\adriang\.m2\repository\org\hibernate\common\hibernate-commons-annotations\5.0.1.Final\hibernate-commons-annotations-5.0.1.Final.jar;C:\Users\adriang\.m2\repository\javax\enterprise\cdi-api\1.1\cdi-api-1.1.jar;C:\Users\adriang\.m2\repository\javax\el\el-api\2.2\el-api-2.2.jar;C:\Users\adriang\.m2\repository\org\jboss\spec\javax\interceptor\jboss-interceptors-api_1.1_spec\1.0.0.Beta1\jboss-interceptors-api_1.1_spec-1.0.0.Beta1.jar;C:\Users\adriang\.m2\repository\javax\annotation\jsr250-api\1.0\jsr250-api-1.0.jar;C:\Users\adriang\.m2\repository\javax\inject\javax.inject\1\javax.inject-1.jar;C:\Users\adriang\.m2\repository\org\hibernate\hibernate-entitymanager\5.2.3.Final\hibernate-entitymanager-5.2.3.Final.jar;C:\Users\adriang\.m2\repository\javax\transaction\jta\1.1\jta-1.1.jar;C:\Users\adriang\.m2\repository\org\geotools\jdbc\gt-jdbc-postgis\15.1\gt-jdbc-postgis-15.1.jar;C:\Users\adriang\.m2\repository\org\postgresql\postgresql\9.4-1201-jdbc41\postgresql-9.4-1201-jdbc41.jar;C:\Users\adriang\.m2\repository\org\geotools\gt-jdbc\15.1\gt-jdbc-15.1.jar;C:\Users\adriang\.m2\repository\org\geotools\gt-api\15.1\gt-api-15.1.jar;C:\Users\adriang\.m2\repository\com\vividsolutions\jts\1.13\jts-1.13.jar;C:\Users\adriang\.m2\repository\org\geotools\gt-main\15.1\gt-main-15.1.jar;C:\Users\adriang\.m2\repository\commons-dbcp\commons-dbcp\1.4\commons-dbcp-1.4.jar;C:\Users\adriang\.m2\repository\commons-collections\commons-collections\3.2.2\commons-collections-3.2.2.jar;C:\Users\adriang\.m2\repository\javax\media\jai_core\1.1.3\jai_core-1.1.3.jar;C:\Users\adriang\.m2\repository\org\geotools\gt-shapefile\15.1\gt-shapefile-15.1.jar;C:\Users\adriang\.m2\repository\org\geotools\gt-data\15.1\gt-data-15.1.jar;C:\Users\adriang\.m2\repository\org\jdom\jdom\1.1.3\jdom-1.1.3.jar;C:\Users\adriang\.m2\repository\org\geotools\gt-epsg-hsql\15.1\gt-epsg-hsql-15.1.jar;C:\Users\adriang\.m2\repository\org\geotools\gt-referencing\15.1\gt-referencing-15.1.jar;C:\Users\adriang\.m2\repository\com\googlecode\efficient-java-matrix-library\core\0.26\core-0.26.jar;C:\Users\adriang\.m2\repository\commons-pool\commons-pool\1.5.4\commons-pool-1.5.4.jar;C:\Users\adriang\.m2\repository\org\geotools\gt-metadata\15.1\gt-metadata-15.1.jar;C:\Users\adriang\.m2\repository\org\geotools\gt-opengis\15.1\gt-opengis-15.1.jar;C:\Users\adriang\.m2\repository\net\java\dev\jsr-275\jsr-275\1.0-beta-2\jsr-275-1.0-beta-2.jar;C:\Users\adriang\.m2\repository\jgridshift\jgridshift\1.0\jgridshift-1.0.jar;C:\Users\adriang\.m2\repository\net\sf\geographiclib\GeographicLib-Java\1.44\GeographicLib-Java-1.44.jar;C:\Users\adriang\.m2\repository\org\hsqldb\hsqldb\2.3.0\hsqldb-2.3.0.jar, java.vm.vendor=Oracle Corporation, sun.arch.data.model=64, user.variant=, java.vendor.url=http://java.oracle.com/, user.timezone=America/Asuncion, javax.persistence.jdbc.user=****, javax.persistence.jdbc.url=jdbc:postgresql://192.168.1.26:5432/industria_usi, javafx.version=8.0.31, os.name=Windows 8.1, java.vm.specification.version=1.8, user.country=PY, sun.java.launcher=SUN_STANDARD, sun.boot.library.path=C:\Program Files\Java\jdk1.8.0_31\jre\bin, sun.java.command=com.chortitzer.nisjfx.App, sun.cpu.endian=little, user.home=C:\Users\adriang, user.language=es, java.specification.vendor=Oracle Corporation, java.home=C:\Program Files\Java\jdk1.8.0_31\jre, file.separator=\, line.separator=
